,Actor,Genre
9641,Farida Jalal,Drama
9642,Dhaval Barbhaya,Adventure
9643,Rahul Dev,Crime
9644,Deep Dhillon,Comedy
9645,Raman Trikha,Drama
9646,Purab Kohli,Music
9647,Om Puri,Drama
9648,Asrani,Romance
9649,Gulshan Grover,Romance
9650,Anwar Fatehan,Adventure
9651,Gulshan Grover,Crime
9652,Chinkal,Thriller
9653,Masumeh Makhija,Drama
9654,Manju Singh,Drama
9655,Ravi Kishan,Adventure
9656,Sakshi Gulati,Crime
9657,Divya Dutta,Drama
9659,Nassar Abdulla,Romance
9660,Nassar Abdulla,Drama
9662,Smita Jaykar,Romance
9663,Chunky Pandey,Crime
9664,Vijay Raaz,Drama
9666,Sudhir Dalvi,Crime
9667,Neetu Chandra,Drama
9668,Deepak Dobriyal,Drama
9670,Akhilendra Mishra,Crime
9673,Ashwini Khalsekar,Horror
9674,Shivkumar Subramaniam,Comedy
9675,Rahul Khanna,Drama
9676,Madhavan,Drama
9677,Koushtuv Ghosh,Action
9678,Deepal Shaw,Thriller
9679,Ali Haji,Family
9680,Om Puri,Crime
9681,Sabyasachi Chakraborty,Drama
9682,Alok Nath,Drama
9683,Saurabh Shukla,Drama
9684,Javed Akhtar,Fantasy
9685,Ranbir Kapoor,Crime
9686,Bharat Jha,Crime
9687,Archana Puran Singh,Crime
9688,Rajendranath Zutshi,Horror
9689,Sanjay Mishra,Drama
9690,Burhan,Drama
9691,Mandeep Mazumdar,Drama
9692,Kulbhushan Kharbanda,Romance
9693,Shakti Kapoor,Crime
9694,Anupam Kher,Drama
9695,Sagarika Ghatge,Drama
9696,David Bueno,Crime
9697,Dibyendu Bhattacharya,Drama
9698,Sharman Joshi,Drama
9699,Irrfan Khan,Drama
9700,Paresh Rawal,Drama
9701,Rajpal Yadav,Family
9703,'Chiyaan' Vikram,Adventure
9704,Ali G.,Drama
9705,Vicky Ahuja,Horror
9706,Lara Dutta,Drama
9707,Salman Shahid,Drama
9708,Rahul Vohra,Romance
9709,Smita Jaykar,Drama
9710,Satish Kaushik,Adventure
9711,Hansal Mehta,Thriller
9712,Dinesh Hingoo,Crime
9713,Cyrus Broacha,Crime
9714,Nauheed Cyrusi,Crime
9715,Ahad Khan,Mystery
9716,Sophiya Chaudhary,Crime
9717,Arun Bali,Mystery
9718,Vivan Bhatena,Romance
9719,Deepika Padukone,Crime
9720,Sachin Khedekar,Horror
9721,Achint Kaur,Mystery
9722,Konkona Sen Sharma,Drama
9723,Soha Ali Khan,Drama
9724,Pradeep Kabra,Drama
9725,Satish Shah,Drama
9727,Emraan Hashmi,Drama
9728,Kiron Kher,Drama
9729,Siddharth Makkar,Drama
9730,Kim Sharma,Drama
9731,Harsh Rajput,Crime
9732,Gautam Rode,Horror
9733,Jagdeep,Comedy
9734,Mushtaq Khan,Thriller
9735,Amrita Prakash,Family
9736,Sunil Shetty,Comedy
9739,Bipasha Basu,Comedy
9740,Mukesh Bhatt,Drama
9741,Aditya Roy Kapoor,Drama
9742,Manoj Joshi,Comedy
9743,Bhavna Pani,Drama
9744,Vidya Malvade,Drama
9745,Rakesh Bedi,Drama
9746,Farrukh Jaffar,Drama
9747,Paresh Rawal,Mystery
9748,Bobby Deol,Drama
9749,Vrajesh Hirjee,Comedy
9750,Kulbhushan Kharbanda,Crime
9751,Nandana Sen,Crime
9752,Shruti Seth,Romance
9753,Ahwaan,Drama
9754,Sandhya Mridul,Drama
9755,Javed Sheikh,Thriller
9756,Divya Dutta,Drama
9757,Rakesh Bedi,Crime
9758,Seema Biswas,Drama
9759,Neena Gupta,Romance
9760,Aubrey K. Miller,Drama
9762,Rajesh Khattar,Drama
9763,Gerald Brodin,Crime
9764,Suman Agarwal,Romance
9765,Urvashi Sharma,Crime
9766,Cyrus Sahukar,Drama
9767,Shruti Seth,Crime
9769,J. Brandon Hill,Romance
9770,Paresh Rawal,Drama
9771,Anushka Sharma,Drama
9772,Tiku Talsania,Drama
9773,Gulshan Grover,Crime
9774,Aabhas Yadav,Drama
9775,Tusshar Kapoor,Comedy
9776,Shahana Goswami,Adventure
9777,Farhan Akhtar,Comedy
9779,Rukhsar,Drama
9780,Farah Khan,Crime
9782,Vidya Malvade,Drama
9783,Satish Kaushik,Drama
9784,Shahana Goswami,Drama
9786,Prem Chopra,Drama
9787,Sameer Kochhar,Crime
9788,Beena Banerjee,Crime
9789,Rehan Khan,Fantasy
9790,Natasha Sinha,Drama
9791,Vir Das,Crime
9792,Keshav Nadkarni,Musical
9793,Vatsal Seth,Drama
9794,Sheeba Chaddha,Adventure
9795,Nagesh Bhonsle,Drama
9796,Manish Chaudhary,Drama
9798,Om Katare,Horror
9800,Satish Kaushik,Drama
9801,Rajkummar Rao,Crime
9802,Johnny Lever,Drama
9803,Manish Chaudhary,Drama
9804,Sachin Khedekar,Horror
9805,Aradhana Deshpande,Romance
9806,Anu Ansari,Horror
9807,Upasna Singh,Drama
9808,Prateik,Crime
9809,Moushumi Chatterjee,Romance
9810,Narendra Bedi,Comedy
9811,Dimple Kapadia,Comedy
9812,Ravi Kishan,Drama
9813,Mrunmayee Lagoo,Family
9814,Supriya Pathak,Romance
9815,Ziyah Vastani,Drama
9816,Bedi,Romance
9817,Sanjay Verma,Mystery
9818,Nikhil Ratnaparkhi,Drama
9819,Mansi Dovhal,Drama
9820,Vansh Bhardwaj,Comedy
9821,Kishore Dhingra,Drama
9822,Sartaj Singh Pannu,Crime
9824,Gulshan Grover,Drama
9825,Sushant Singh,Crime
9826,Jiten Mukhi,Fantasy
9827,Maninder Singh,Drama
9829,Saadhika Randhawa,Drama
9831,Mohit Ahlawat,Crime
9832,Sophie Handa,Horror
9833,Jeneva Talwar,Drama
9834,Chandan Roy Sanyal,Drama
9835,Piyush Mishra,Drama
9836,Samir Soni,Drama
9837,Bharti Bhatt,Drama
9838,Ketki Dave,Drama
9841,Deepak Dobriyal,Drama
9842,Sasha Goradia,Drama
9843,Ratna Pathak,Drama
9844,Kangana Ranaut,Drama
9845,Jaideep Ahlawat,Crime
9846,Mahesh Manjrekar,Romance
9847,Archit Krishna,Drama
9848,Sunil Shetty,Drama
9849,Shazahn Padamsee,Drama
9852,Neil Bhoopalam,Drama
9853,Nimisha Vakharia,Drama
9854,Mukesh Tiwari,Crime
9855,Sanjay Swaraj,Mystery
9856,Shweta Tiwari,Drama
9857,Govind Namdeo,Drama
9858,Tara D'Souza,Drama
9859,Helen,Romance
9862,Mashhoor Amrohi,Drama
9863,Aditi Rao Hydari,Drama
9865,Boman Irani,Crime
9866,Manu Rishi Chadha,Crime
9867,Sanjay Dadheech,Drama
9868,Mahek Chahal,Comedy
9870,Prachi Shah,Drama
9871,Shweta Bhardwaj,Crime
9872,Vega Tamotia,Drama
9873,Nawazuddin Siddiqui,Drama
9874,Eva Grover,Comedy
9875,Sanjiv Chopra,Drama
9876,Yuvika Chaudhry,Thriller
9878,Ishita Panchal,Action
9879,Raj Arjun,Drama
9880,Mona Singh,Drama
9881,Shubhi Ahuja,Romance
9883,Saswata Chatterjee,Mystery
9884,Isha Batwe,Drama
9885,Prem Kishen Dwivedi,Drama
9886,Nagesh Bhonsle,Crime
9887,Anurag Kashyap,Crime
9888,Lisa Haydon,Comedy
9889,Abhishek Bachchan,Crime
9890,Rajesh Khattar,Family
9891,Rajeev Khandelwal,Crime
9892,Kumud Mishra,Musical
9893,Irfan Khan,Drama
9895,Deepika Padukone,Thriller
9896,Rishi Kapoor,Crime
9898,Naresh Gosain,Drama
9899,Sonal Chauhan,Crime
9900,Tisca Chopra,Drama
9901,Mukesh Bhatt,Mystery
9902,Akshay Kumar,Drama
9903,Rupali Ganguly,Drama
9904,Nikita Janjani,Mystery
9905,Yashpal Sharma,Thriller
9906,Janice,Horror
9907,Imran Khan,Crime
9909,Jaikumar Banotia,Drama
9910,Abhijeet Leheri,Drama
9911,Luna,Comedy
9912,Vivek Shaq,Mystery
9914,Lakshmi Chandrashekar,Romance
9915,Krishna Bhatt,Drama
9916,Preeti Desai,Drama
9917,Hithaishaini,Adventure
9919,Greg Heffernan,Sci-Fi
9920,Shraddha Kapoor,Drama
9921,Amardeep Jha,Crime
9922,Raza Murad,Crime
9924,Sonalli Sehgal,Drama
9925,Dunger,Horror
9926,Shenaz Treasury,Crime
9927,Anant Jog,Drama
9928,Manoj Joshi,Crime
9929,Kishore Chougule,Comedy
9930,Rukhsar,Drama
9931,Mohan Kapoor,Musical
9932,Neetu Chandra,Drama
9933,Manoj Joshi,Comedy
9934,Chari Asopa,Drama
9935,Sonali Kulkarni,Crime
9936,Prateeksha Lonkar,Drama
9938,Naseeruddin Shah,Comedy
9939,Tigmanshu Dhulia,Crime
9940,Dipannita Sharma,Drama
9941,Raja Bherwani,Musical
9942,Archana Puran Singh,Drama
9943,Farooq Shaikh,Crime
9944,Priyam Galav,Drama
9946,Farida Jalal,Drama
9947,Nassar Abdulla,History
9948,Jacqueline Fernandez,Romance
9949,Vijay Raaz,Crime
9950,Peter Brown,Drama
9951,Fanny Carbonnel,Romance
9953,Mohnish Bahl,Crime
9954,Ashmit Patel,Drama
9956,Sharat Saxena,Drama
9957,Ishita Sharma,Sport
9958,Mahie Gill,Drama
9961,Satish Kaushik,Horror
9962,Girish Karnad,Romance
9963,Rajneesh Duggal,Mystery
9965,Nagesh Bhonsle,Sport
9966,Pradeep Singh Rawat,Crime
9967,Mahender Singh Bist,Drama
9968,Samy Gharbi,Drama
9969,Mantra,Crime
9970,Avtar Gill,Crime
9971,Tanvi Azmi,Romance
9973,Tara D'Souza,Drama
9974,Ritika Shah,Adventure
9975,Vishwajeet Pradhan,History
9978,Nassar Abdulla,Drama
9979,Jatin Grewal,Crime
9980,Govind Namdeo,Drama
9981,Anju Mahendru,Drama
9982,Kalki Koechlin,Thriller
9983,Shreya Narayan,Crime
9984,Paresh Ganatra,Comedy
9985,Saurabh Shukla,Comedy
9986,Dadhi Raj,Crime
9987,Mithun Rodwittiya,Romance
9988,Rati Agnihotri,Romance
9989,Sagarika Ghatge,Drama
9990,Lekha Washington,Drama
9991,Chitrak Bandyopadhyay,Crime
9992,Nikitin Dheer,Comedy
9993,Vinod Khanna,Comedy
9994,Achint Kaur,Romance
9995,Paresh Rawal,Family
9997,Tinnu Anand,Romance
9998,Yashpal Sharma,Crime
10000,Manish Chaudhary,Romance
10001,Roop Kumar Rathod,Horror
10004,Vipin Bakshi,Comedy
10005,Boman Irani,Drama
10006,Rishi Kapoor,Romance
10008,June Smith,Romance
10009,Kalki Koechlin,Musical
10010,Juhi Chawla,Comedy
10011,Priya Anand,Drama
10013,Ravi Kishan,Crime
10014,Prateek Chakravorty,Romance
10017,Patrick Haider,Romance
10020,Rashmi Gautam,Thriller
10023,Sameer Kevin Roy,Drama
10024,Farida Jalal,Romance
10025,Madhavan,Musical
10026,Naveen Jinger,War
10027,Salil Acharya,Music
10031,Amrita Puri,Sport
10033,Sharad Kelkar,Musical
10034,Danny Sura,Romance
10035,Vipin Sharma,Drama
10036,Vidya Malvade,Horror
10037,Razzak Khan,Romance
10038,Manish Nagpal,Romance
10040,Vikrant Massey,Romance
10042,Junayeed Bin Fakhrul,Romance
10043,Dhruv Ganesh,Thriller
10047,Ashish Vidyarthi,Family
10049,Aakshi Khari,Horror
10050,Teeshay Shah,Drama
10051,Rajesh Sharma,Crime
10057,Anupam Kher,Romance
10061,Esha Gupta,Thriller
10063,Vineet Sharma,Crime
10065,Anil Rastogi,Drama
10069,Saptharishi Ghosh,Drama
10070,Kislaya Dwivedi,Romance
10071,Dolly Ahluwalia,Romance
10072,Aditya Om,Thriller
10073,Esha Gupta,Drama
10074,Lauren Gottlieb,Western
10075,Juhi Chawla,Action
10079,Paru Uma,Drama
10080,Boman Irani,Drama
10081,Rajendra Gupta,Thriller
10084,Paresh Rawal,Comedy
10085,Prashant Narayanan,Thriller
10087,Lillete Dubey,Romance
10088,Mann Hora,Romance
10090,Neha Sharma,Romance
10091,Art Malik,Drama
10094,Sonu Sood,Family
10095,Tabu,Crime
10096,Swara Bhaskar,Romance
10098,Rajiv Gupta,Crime
10100,Ashish Vidyarthi,Comedy
10101,Randeep Hooda,Comedy
10102,Revathy,Romance
10103,Jimmy Shergill,Drama
10104,Chirag Jain,Mystery
10105,Rajendra Gupta,Family
10106,Ram Kapoor,Family
10107,Darshan Jariwala,Horror
10108,Sonia Bindra,Romance
10109,Anshuman Jha,Comedy
10111,Sachin Khedekar,Action
10113,Devraj Das,Sci-Fi
10116,Huma Qureshi,Romance
10117,Shakti Kapoor,Romance
10120,Navdip Singh,Romance
10121,Anand Tiwari,Adventure
10122,Prakash Raj,Drama
10123,Paras Arora,Romance
10124,Kareena Kapoor,Comedy
10125,Suresh Menon,Drama
10126,Neha Sharma,Comedy
10128,Sumeet Raghvan,Romance
10129,Puja Bose,Drama
10130,Ronit Roy,Comedy
10131,Priyanka Bose,Drama
10132,Irrfan Khan,Crime
10133,Neetu Singh,Romance
10134,Raghuvardhan Garlapati,Drama
10135,Sandhya Mridul,Romance
10136,Neha Iyyer,Mystery
10140,Mukesh Tiwari,Comedy
10141,Saurabh Shukla,Drama
10142,Neha Sharma,Comedy
10143,Rajendranath Zutshi,Family
10145,Ashwin Mushran,Horror
10147,Huma Qureshi,Drama
10148,Karan Mirchandani,Romance
10151,Amitosh Nagpal,Drama
10152,Kiron Kher,Drama
10153,Varun Dhawan,Comedy
10155,Varun Badola,Thriller
10157,Rajesh Kava,Adventure
10158,Rishi Kapoor,Drama
10159,Ali Fazal,Drama
10160,Doorva Tripathi,Drama
10162,Vishakha Singh,Drama
10163,Avijit Dutt,Drama
10164,Zakir Hussain,Drama
10165,Om Puri,Comedy
10168,Danny Denzongpa,Adventure
10169,Neha Pawar,Romance
10170,Kay Kay Menon,Thriller
10172,Zakir Hussain,Crime
10174,Rati Agnihotri,Drama
10175,Highphill Mathew,Romance
10178,Arjun Malhotra,Romance
10179,Rishi Kapoor,Drama
10180,Roopa Ganguly,Romance
10181,Darshan Kumar,Drama
10183,Ranvir Shorey,Romance
10184,Mukesh Tiwari,Thriller
10187,Mithun Chakraborty,Musical
10188,Rohan Khurana,Romance
10192,Suzana Rodrigues,Thriller
10193,Anuradha Chandan,Romance
10194,Dimple Kapadia,Drama
10198,Manoj Joshi,Romance
10204,Jami Jafry,Comedy
10205,Ram Kapoor,Romance
10207,Bharath Niwas,Thriller
10209,Mish Boyko,Comedy
10211,Om Puri,Family
10212,Deepti Pujari,Comedy
10213,Abhishek C,Drama
10214,Randeep Hooda,Drama
10215,Indraneil Sengupta,History
10216,Govinda,Crime
10217,Gulshan Grover,Romance
10218,Kay Kay Menon,Drama
10220,Sunny Deol,Action
10221,Preet Kamal,Drama
10222,Asif Basra,Thriller
10223,Tanya Malik,Romance
10224,Mandira Bedi,Drama
10225,Swedha Singh,Drama
10226,Narendra Jetley,Thriller
10227,Probir Dutt,Drama
10228,Sukhada Yash,Musical
10230,Makrand Deshpande,Family
10232,Amit Sial,Drama
10234,Parambrata Chatterjee,Drama
10235,Sanjay Mishra,Drama
10236,Rajit Kapoor,Thriller
10238,Simran Jehani,Romance
10240,Sonia Mann,Musical
10243,Siddharth Kher,Romance
10244,Deepraj Rana,Sci-Fi
10246,Sunil Shetty,Drama
10249,Ashutosh Rana,Drama
10251,Vijender Singh,Thriller
10252,Patralekhaa,Thriller
10253,Rohini Hattangadi,Romance
10254,Rannvijay Singh,Romance
10256,Arunoday Singh,Thriller
10257,Akilesh Unnitan,Musical
10258,Kavi Shastri,Romance
10262,Parth Naik,Romance
10273,Aamir Khan,Musical
10276,Shah Rukh Khan,Drama
10278,Hrithik Roshan,Romance
10279,Amitabh Bachchan,Romance
10280,Saif Ali Khan,Musical
10281,Jackie Shroff,Romance
10282,Karisma Kapoor,Drama
10283,Preity Zinta,Romance
10284,Hrithik Roshan,Romance
10285,Sunil Shetty,Drama
10290,Rekha,Family
10291,Rani Mukerji,Drama
10293,Bobby Deol,Drama
10294,Sadashiv Amrapurkar,Romance
10298,Akshay Kumar,Thriller
10300,Tinnu Anand,Romance
10301,Jimi Mistry,Music
10304,Sunny Deol,Romance
10307,Saif Ali Khan,Romance
10315,Rekha,Crime
10316,Amitabh Bachchan,Drama
10319,Ajay Devgn,Thriller
10320,Sunil Shetty,Thriller
10324,Malaika Arora,Drama
10332,Amitabh Bachchan,Crime
10333,Jaya Bhaduri,Thriller
10340,Salman Khan,Mystery
10342,Manisha Koirala,War
10343,Jackie Shroff,Romance
10346,Danny Denzongpa,Mystery
10353,Nandita Das,Drama
10354,Krishna Abhishek,Romance
10355,Naseeruddin Shah,Crime
10356,Akshay Kumar,Crime
10357,Ajay Devgn,History
10358,Arya Babbar,Thriller
10359,Uday Chopra,Musical
10360,Amitabh Bachchan,Romance
10361,Bobby Deol,History
10362,Anil Kapoor,Musical
10363,Bobby Deol,Mystery
10364,Sohail Khan,Drama
10365,Ajay Devgn,Musical
10366,Akshay Kumar,Horror
10367,Vikram Gokhale,Romance
10370,Zulfi Sayed,Romance
10371,Rishi Kapoor,Romance
10373,Arjun Rampal,Romance
10375,Amitabh Bachchan,Mystery
10379,Bobby Deol,Crime
10382,Kay Kay Menon,Drama
10383,Saroj Bhargava,Fantasy
10385,Amitabh Bachchan,Romance
10388,Aftab Shivdasani,Musical
10390,Sanjay Dutt,Crime
10392,Ajay Devgn,Drama
10394,Rakhee Gulzar,Crime
10399,Sunny Deol,Drama
10402,Sunil Shetty,Drama
10406,Zayed Khan,Mystery
10407,Ashutosh Rana,Thriller
10409,Aamir Khan,History
10410,Akshay Kumar,Romance
10411,Ajinkya Deo,Drama
10413,Sunny Deol,Drama
10414,Sanjay Suri,Romance
10415,Shah Rukh Khan,Romance
10418,Shah Rukh Khan,Romance
10421,Imran Ahmed Khan,Musical
10423,Pummy Brar,Drama
10424,Fardeen Khan,Romance
10425,Ashay Chitre,Mystery
10427,Bipasha Basu,Thriller
10432,Himanshu Malik,Musical
10433,Amitabh Bachchan,Romance
10434,Saif Ali Khan,Thriller
10435,Juhi Babbar,Romance
10438,Sanjay Dutt,Musical
10444,Jimmy Shergill,Romance
10450,Abhishek Bachchan,Adventure
10453,Ajay Devgn,Thriller
10455,Feroz Khan,Drama
10461,Arjun Rampal,Drama
10466,Akshaye Khanna,Romance
10468,John Abraham,Horror
10473,Aftab Shivdasani,Drama
10480,Amitabh Bachchan,Romance
10482,Saif Ali Khan,Comedy
10486,Zulfi Sayed,Romance
10490,Ajay Devgn,Crime
10496,Nauheed Cyrusi,Drama
10502,Arshad Warsi,Crime
10503,Amitabh Bachchan,Drama
10504,Brande Roderick,Romance
10506,Shahbaaz Khan,Romance
10507,Amitabh Bachchan,Musical
10511,Pankaj Berry,Drama
10513,Deepak Bandhu,Thriller
10516,Shama Deshpande,Drama
10518,Vivek Oberoi,Romance
10520,Amitabh Bachchan,Romance
10522,Nana Patekar,Thriller
10523,Aftab Shivdasani,Musical
10524,Manisha Koirala,Thriller
10525,Sonakshi Sinha,Romance
10526,Amitabh Bachchan,Mystery
10531,Aftab Shivdasani,Mystery
10532,Shawar Ali,Thriller
10533,Sohail Khan,Horror
10538,Abhishek Bachchan,Romance
10544,Priyanshu Chatterjee,Thriller
10545,Sanjay Dutt,Thriller
10546,Ajay Devgn,Mystery
10547,Akshay Kumar,Drama
10553,Ashutosh Rana,Crime
10556,Amitabh Bachchan,Romance
10561,Shah Rukh Khan,Romance
10563,Abhishek Bachchan,Thriller
10564,Kareena Kapoor,Thriller
10566,Sunny Deol,Romance
10567,Sunny Deol,Romance
10571,Bipasha Basu,Drama
10572,Anil Kapoor,Drama
10573,Akshay Kapoor,Romance
10576,Amitabh Bachchan,Drama
10578,Akshay Kumar,Fantasy
10579,Rekha,Romance
10582,Anupam Kher,Family
10583,Vatsal Seth,Drama
10585,Amitabh Bachchan,Drama
10586,Akshaye Khanna,Drama
10588,Saif Ali Khan,Romance
10591,Arshad Warsi,Crime
10593,Aamir Khan,Romance
10594,Rishi Kapoor,Musical
10600,Arjun Rampal,Drama
10601,Irrfan Khan,Thriller
10603,Urmila Matondkar,Mystery
10606,Ajay Devgn,Thriller
10612,Ajay Devgn,War
10615,Neha Dhupia,Thriller
10619,Amitabh Bachchan,Crime
10622,Salman Khan,Romance
10626,Hrithik Roshan,Biography
10628,Ajay Devgn,Drama
10631,Salman Khan,Romance
10633,Anil Kapoor,Musical
10643,Sanjay Dutt,Romance
10644,Saif Ali Khan,Romance
10650,Amitabh Bachchan,Crime
10653,Seema Biswas,Drama
10655,Akshaye Khanna,History
10658,Amitabh Bachchan,Thriller
10659,Fardeen Khan,Thriller
10660,Shiney Ahuja,Thriller
10661,Fardeen Khan,Romance
10662,Shah Rukh Khan,Thriller
10664,Kareena Kapoor,Romance
10667,Aarti Chhabria,Romance
10668,Anupam Kher,Drama
10674,Uday Chopra,Romance
10675,Ishrat Ali,Drama
10676,Amitabh Bachchan,Comedy
10677,Imran Khan,Romance
10679,Ajay Devgn,Romance
10680,Shahid Kapoor,Musical
10681,Abhishek Bachchan,Thriller
10682,Amitabh Bachchan,Romance
10685,Paresh Rawal,Romance
10687,Madhavan,Family
10688,Nana Patekar,Thriller
10690,Akshaye Khanna,Thriller
10691,Tanushree Dutta,Thriller
10693,Arshad Warsi,Drama
10696,Rahul Bose,Romance
10702,Salman Khan,Musical
10704,Naseeruddin Shah,Romance
10713,Ajay Devgn,Drama
10714,Akshay Kumar,Drama
10716,Aftab Shivdasani,Romance
10717,Sanjay Dutt,Drama
10718,Isaiah,Mystery
10720,Tusshar Kapoor,Romance
10721,Akshaye Khanna,Romance
10722,Harman Baweja,Drama
10723,Amitabh Bachchan,Drama
10729,Shahid Kapoor,Romance
10730,Bobby Darling,Romance
10731,Shahid Kapoor,Musical
10732,Aftab Shivdasani,Thriller
10733,Kangana Ranaut,Mystery
10737,Kunal Khemu,Drama
10738,Mithun Chakraborty,Musical
10739,Ranbir Kapoor,Romance
10740,John Abraham,Drama
10742,Akshay Kumar,Romance
10743,Dharmendra,Romance
10745,Akshay Kumar,Romance
10748,Ranvir Shorey,Romance
10750,Sanjay Dutt,Drama
10754,Emraan Hashmi,Thriller
10756,Zayed Khan,Romance
10757,Urmila Matondkar,Romance
10760,Arbaaz Khan,Drama
10765,Mohit Ahlawat,Drama
10768,Abhishek Bachchan,Musical
10769,Irrfan Khan,Crime
10772,Saif Ali Khan,Romance
10773,Kangana Ranaut,Romance
10776,Nikhil Dwivedi,Crime
10777,Dwij Yadav,Family
10779,Vinod Khanna,Thriller
10780,Shweta Bhardwaj,Crime
10782,Arjun Rampal,Romance
10784,Ajay Devgn,Thriller
10788,Dino Morea,Thriller
10791,Tusshar Kapoor,Romance
10792,Ajay Devgn,Drama
10793,Ava Mukherjee,Family
10794,Aftab Shivdasani,Thriller
10795,Rahul Khanna,Mystery
10796,Abhay Deol,Mystery
10798,Mithun Chakraborty,Musical
10801,Nana Patekar,Romance
10802,Mohan Azaad,Thriller
10806,Jimmy Shergill,Romance
10809,Amitabh Bachchan,Fantasy
10810,Akshay Kumar,Mystery
10812,Abhay Deol,Crime
10814,Akshay Kumar,Crime
10817,Himesh Reshammiya,Thriller
10819,Parvin Dabas,Drama
10820,Anand Abhyankar,Family
10821,Saif Ali Khan,Drama
10822,Salil Acharya,Drama
10823,Bobby Deol,Romance
10824,Aftab Shivdasani,Romance
10825,Anupam Kher,Romance
10826,Shah Rukh Khan,Drama
10828,Sanjay Dutt,Thriller
10829,Ajay Devgn,Romance
10830,Ajay Devgn,Romance
10832,Sikander Kher,Thriller
10833,Sherlyn Chopra,Thriller
10834,Saif Ali Khan,Family
10836,Jayshree Arora,Drama
10838,Dharmendra,Thriller
10842,Salman Khan,Crime
10844,Muzammil Ibrahim,Romance
10845,Akshay Kumar,Comedy
10846,Amrita Arora,Drama
10849,Anupam Kher,Mystery
10850,Imaaduddin Shah,Drama
10851,Rahul Bose,Thriller
10852,Akshay Kumar,Mystery
10853,Shahid Kapoor,Romance
10854,Salman Khan,Romance
10855,Sohail Khan,Comedy
10862,Shiney Ahuja,Thriller
10863,Mallika Sherawat,Drama
10866,Neha Dhupia,Romance
10868,Sylvester Stallone,Romance
10869,Akshay Kumar,Crime
10870,Himesh Reshammiya,Musical
10871,Shreyas Talpade,Romance
10872,Aamir Khan,Mystery
10873,nan,Adventure
10875,Paresh Rawal,Romance
10881,Rajendraprasad,Drama
10882,Neetu Chandra,Drama
10885,Vivek Oberoi,Drama
10886,Ranvir Shorey,Drama
10888,Juhi Chawla,Crime
10889,Shah Rukh Khan,Musical
10890,Ranbir Kapoor,Romance
10893,Kay Kay Menon,Mystery
10894,Salman Khan,Drama
10895,Abhishek Bachchan,Romance
10896,Kareena Kapoor,Drama
10899,Shah Rukh Khan,Thriller
10900,Ajay Devgn,Adventure
10902,Rishi Kapoor,Family
10903,Priyanka Chopra,Fantasy
10906,Hrithik Roshan,Romance
10907,Gaurav Kapoor,Drama
10909,Fardeen Khan,Drama
10911,Naseeruddin Shah,Drama
10912,Shahid Kapoor,Sport
10913,Dino Morea,Romance
10915,Emraan Hashmi,Romance
10916,Amitabh Bachchan,Musical
10919,Kay Kay Menon,Thriller
10920,Malaika Arora,Drama
10923,Akshay Kumar,Romance
10926,Shubhankar Atre,Comedy
10927,Mimoh Chakraborty,Drama
10928,Sunil Shetty,Crime
10934,Azghar,Drama
10935,Jackie Shroff,Drama
10938,Harman Baweja,Romance
10939,Mithun Chakraborty,Drama
10940,David Bueno,Drama
10941,Mallika Sherawat,Horror
10944,Rishi Rehan,Romance
10947,Kay Kay Menon,Drama
10948,Jackie Shroff,Family
10950,Navin Berry,Drama
10951,Ahraz Ahmed,Thriller
10952,Kay Kay Menon,Mystery
10954,Bobby Deol,Drama
10957,Sudeep,Mystery
10958,Shahid Kapoor,Crime
10959,Saif Ali Khan,Romance
10960,Parzan Dastur,Mystery
10961,Sahil Khan,Adventure
10964,Shah Rukh Khan,Drama
10965,Farooq Shaikh,Sport
10966,Sammir Dattani,Mystery
10968,Randeep Hooda,Musical
10969,Naseeruddin Shah,Drama
10970,Varun Bhagwat,Drama
10971,Abhay Deol,Drama
10972,Rajneesh Duggal,Mystery
10973,Aftab Shivdasani,Romance
10974,Alisha,Thriller
10976,Rati Agnihotri,Thriller
10977,Sadashiv Amrapurkar,Drama
10978,Ranbir Kapoor,Romance
10979,Arjun Rampal,Mystery
10980,Brahim Achabbakhe,Romance
10981,Abhay Deol,Romance
10982,Shabana Azmi,Romance
10983,John Abraham,History
10984,Naseeruddin Shah,Mystery
10987,Abhishek Bachchan,Crime
10989,Kangana Ranaut,Mystery
10991,Naseeruddin Shah,Romance
10994,Sanjay Dutt,Comedy
10996,Rakesh Bedi,Drama
10997,Kunal Khemu,Drama
10998,Jackie Shroff,Drama
10999,Rajesh Khanna,Romance
11000,Neil Nitin Mukesh,Drama
11001,Dino Morea,Romance
11002,Farhan Akhtar,Thriller
11003,Anil Kapoor,Drama
11004,Madhavan,Mystery
11005,Aashish Chaudhary,Thriller
11006,Arunoday Singh,Fantasy
11008,Rajat Kapoor,Thriller
11009,Shahid Kapoor,Romance
11011,Ajay Devgn,Romance
11012,Akshay Kumar,Romance
11015,Jahan Bloch,Drama
11016,Nitin,Mystery
11017,Anita,Crime
11020,Anil Kapoor,Crime
11023,Sanjay Dutt,Drama
11025,Hrithik Roshan,Romance
11026,Asrani,Crime
11027,Vinod Khanna,Musical
11032,Rana Jung Bahadur,Thriller
11033,Sohail Khan,Crime
11034,Akshay Kumar,Drama
11035,Vivek Oberoi,Drama
11038,Arshad Warsi,Fantasy
11040,Randeep Hooda,Romance
11041,Shreyas Talpade,Drama
11042,Meghan Jadhav,Family
11044,Priyanka Chopra,Musical
11046,Himesh Reshammiya,Romance
