,Actor,Genre
913,Sara Arjun,Drama
914,Vinay Pathak,Comedy
915,Sanjay Mishra,Comedy
916,Tia Bajpai,Horror
917,Ashutosh Rana,Drama
918,Kainaz Motivala,Drama
919,Akshay Kumar,Action
920,Jatin Khurana,Romance
921,Rajpal Yadav,Comedy
922,Pankaj Berry,Crime
923,Mohsin,Action
924,Vipinno,Drama
925,Gaurav Chopra,Comedy
926,Harish Raj,Drama
927,Sonali Kulkarni,Adventure
928,Sendhil Ramamurthy,Crime
929,Akash,Action
930,Gunjan Bakshi,Drama
931,Asrani,Comedy
932,Riya Bamniyal,Comedy
933,Jacqueline Fernandez,Action
934,Beena Banerjee,Action
935,Seema Biswas,Musical
936,Raayo S. Bakhirta,Comedy
937,Anirudh Agarwal,Drama
938,Imran Khan,Comedy
939,Malaika Arora,Crime
940,Lillete Dubey,Comedy
941,Raj Singh Arora,Action
942,Vinay Pathak,Comedy
943,Rajeev Khandelwal,Drama
944,Shefali Shetty,Crime
945,Rati Agnihotri,Action
946,Vivek Sudershan,Comedy
947,Ajay Devgn,Action
948,Raj Singh Chaudhary,Crime
949,Kareena Kapoor,Drama
950,Vidya Balan,Biography
951,Manoj Bajpayee,Action
952,Ranveer Singh,Comedy
953,Asrani,Comedy
954,Aryeman Ramsay,Comedy
955,Dharmendra,Action
956,Sahil Mehta,Comedy
957,Tara Sharma,Drama
958,Deven Bhojani,Comedy
959,Raghuvir Yadav,Drama
960,Akshay Kumar,Comedy
961,Gracy Singh,Comedy
962,Bruna Abdullah,Comedy
963,Preity Zinta,Comedy
964,Javed Abedi,Drama
965,John Abraham,Action
966,Rannvijay Singh,Crime
967,Vega Tamotia,Drama
968,Jimmy Shergill,Comedy
969,Nishan Nanaiah,Drama
970,Rohit G. Banawlikar,Crime
971,Rajan Verma,Action
972,Apoorva Arora,Drama
973,Ila Arun,Drama
974,Salman Khan,Action
975,Mohan Agashe,Drama
976,Anupam Kher,Comedy
977,Siddharth Kher,Drama
978,Isha Koppikar,Action
979,Rajesh Bhardwaj,Comedy
980,Sachiin Joshi,Action
981,Tusshar Kapoor,Comedy
982,Naresh Kaura,Action
983,Ayesha Takia,Drama
984,Birbal,Drama
985,Saqib Saleem,Comedy
986,Shahbaaz Khan,Animation
987,Vijay Raaz,Drama
988,John Abraham,Drama
989,Ali Zafar,Romance
990,Abhijeet,Crime
991,Neil Nitin Mukesh,Action
992,Manoj Bajpayee,Comedy
993,Kiron Kher,Comedy
994,Emraan Hashmi,Crime
995,Randeep Hooda,Action
996,Akshay Kumar,Action
997,Ranbir Kapoor,Adventure
998,Anand Tiwari,Comedy
999,Arjun Rampal,Drama
1000,Anupam Kher,Adventure
1001,Chirag Paswan,Comedy
1002,Imran Khan,Comedy
1003,Shubh,Comedy
1004,Deepika Padukone,Action
1005,Salman Khan,Action
1006,Sunny Gill,Drama
1007,Sharman Joshi,Crime
1008,Prateik,Romance
1009,Ritesh Deshmukh,Comedy
1010,Manoj Bajpayee,Action
1011,Hrishitaa Bhatt,Romance
1012,Emraan Hashmi,Horror
1013,Aman Verma,Drama
1014,Rati Agnihotri,Drama
1015,Mithun Chakraborty,Romance
1016,Akshay Kumar,Action
1017,Deepika Padukone,Comedy
1018,Sidharth Malhotra,Comedy
1019,Shiney Ahuja,Horror
1020,Shah Rukh Khan,Drama
1021,Ranbir Kapoor,Drama
1022,Ajay Devgn,Action
1023,Sridevi,Comedy
1024,Trimala Adhikari,Drama
1025,Shweta Bhardwaj,Comedy
1026,Bidita Bag,Comedy
1027,Amitabh Bachchan,Action
1028,Kunal Kapoor,Comedy
1029,Usha Bachani,Drama
1030,Kavin Dave,Romance
1031,Mohit Baghet,Drama
1032,Himanshu Bhatt,Drama
1033,Khan Jahangir Khan,Drama
1034,Anand Balraj,Comedy
1035,Kanika Batra,Crime
1036,Rana Jung Bahadur,Comedy
1037,Bipasha Basu,Comedy
1038,Narayan Singh Sisodia,Action
1039,Aditya Roy Kapoor,Drama
1040,Abishek Anand,Action
1041,Swara Bhaskar,Horror
1042,Kanwaljit Singh,Drama
1043,Asif Basra,Drama
1044,Malini Awasthi,Drama
1045,Deepika Padukone,Drama
1046,Barun Sobti,Comedy
1047,Tia Bajpai,Comedy
1048,Vicky Ahuja,Drama
1049,Anisa Butt,Comedy
1050,Sharman Joshi,Comedy
1051,Farooq Shaikh,Drama
1052,Ranveer Singh,Drama
1053,Sidhant Kapur,Romance
1054,Randeep Hooda,Drama
1055,Paresh Rawal,Adventure
1056,Sunil Shetty,Comedy
1057,Habeeb Aidroos,Horror
1058,Habib Aazmi,History
1059,Asrani,Animation
1060,Omkar Das Manikpuri,Sci-Fi
1061,Hemant Pandey,Adventure
1062,Manish Chaudhary,Action
1063,Vidya Balan,Comedy
1064,Vickrant Mahajan,Comedy
1065,Sanjay Amar,Drama
1066,Rani Mukerji,Comedy
1067,Emraan Hashmi,Thriller
1068,Kavin Dave,Comedy
1069,Imran Khan,Comedy
1070,Kareena Kapoor,Drama
1071,Asrani,Comedy
1072,Rajesh Khanna,Crime
1073,Arjun Rampal,Drama
1074,Ravi Kishan,Drama
1075,John Abraham,Action
1076,Subhash Ahuja,Drama
1077,Arjun Kapoor,Action
1078,Divya Divedi,Comedy
1079,Kareena Kapoor,Action
1080,Paoli Dam,Thriller
1081,Sunidhi Chauhan,Animation
1082,Nikhil Dwivedi,Crime
1083,Ayushmann Khurrana,Comedy
1084,Manisha Kelkar,Crime
1085,Mohammed Zeeshan Ayyub,Crime
1086,Prabhudheva,Music
1087,Manoj Bajpayee,Animation
1088,Saqib Saleem,Comedy
1089,Kay Kay Menon,Comedy
1090,Rani Agrawal,Comedy
1091,Deepak Dobriyal,Comedy
1092,Aamir Khan,Comedy
1093,Mohan Agashe,Crime
1094,Ayushmann Khurrana,Comedy
1095,Barkha Bisht,Drama
1096,Ajay Devgn,Action
1097,Ashok Banthia,Romance
1098,Pulkit Samrat,Romance
1099,Irrfan Khan,Drama
1100,Shona Chabra,Musical
1101,Rahul Bairagi,Drama
1102,Shahid Kapoor,Drama
1103,Farhan Akhtar,Biography
1104,Jacky Bhagnani,Romance
1105,Ram Charan,Action
1106,Shruti K. Haasan,Comedy
1107,'Chiyaan' Vikram,Action
1108,Dhanush,Drama
1109,Farooq Shaikh,Drama
1110,Raj Babbar,Action
1111,Sagar Bhangade,Drama
1112,Shahid Kapoor,Action
1113,Salman Khan,Action
1114,Arjun Kapoor,Drama
1115,Akshay Kumar,Crime
1116,Kiran Bhatia,Horror
1117,Harish Chabbra,Drama
1118,Asha Bhosle,Drama
1119,Jaideep Ahlawat,Drama
1120,Chandan Roy Sanyal,Mystery
1121,Vivek Oberoi,Adventure
1122,Parimal Aloke,Short
1123,Yuddvir Bakolia,Animation
1124,Akash,Romance
1125,Neil Nitin Mukesh,Horror
1126,Frank M. Ahearn,Drama
1127,J.D. Chakravarthi,Horror
1128,Emraan Hashmi,Horror
1129,Tinnu Anand,Comedy
1130,Nushrat Bharucha,Romance
1131,Randeep Hooda,Thriller
1132,Nafisa Ali,Drama
1133,Saif Ali Khan,Action
1134,Sunny Deol,Action
1135,Kangana Ranaut,Drama
1136,Shah Rukh Khan,Action
1137,Ritesh Deshmukh,Comedy
1138,Dharmendra,Action
1139,Mohammed Zeeshan Ayyub,Thriller
1140,Akshay Kumar,Action
1141,Ishrat Ali,Action
1142,Akshay Kumar,Action
1143,Madhuri Dixit,Action
1144,Ranveer Singh,Action
1145,Ranbir Kapoor,Comedy
1146,Aadil Abedi,Comedy
1147,Sunny Leone,Horror
1148,Nivedita Bhattacharya,Drama
1149,Shradha Das,Comedy
1150,Vikas Anand,Romance
1151,Rati Agnihotri,Thriller
1152,Shahid Kapoor,Action
1153,Arshad Warsi,Comedy
1154,Zakir Hussain,Action
1155,Sarita Joshi,Drama
1156,Rekha,Drama
1157,Benjamin Gilani,Drama
1158,Nana Patekar,Drama
1159,Naseeruddin Shah,Comedy
1160,Naveen Kasturia,Comedy
1161,Aparna Bajpai,Horror
1162,Naseeruddin Shah,Drama
1163,Jacky Bhagnani,Action
1164,Ali Zafar,Comedy
1165,Salman Khan,Action
1166,Annu Kapoor,Drama
1167,Manish Paul,Comedy
1168,Rani Mukerji,Drama
1169,Jigna Bhardwaj,Animation
1170,Arjun Kapoor,Action
1171,Priya Anand,Comedy
1172,Divya Dutta,Comedy
1173,Hussain Kuwajerwala,Sci-Fi
1174,Tusshar Kapoor,Comedy
1175,John Abraham,Action
1176,Sanjai Mishra,Comedy
1177,Sanjay Dutt,Action
1178,Rhea Chakraborty,Drama
1179,Arshad Warsi,Comedy
1180,Hrithik Roshan,Action
1181,Mohinder Gujral,Drama
1182,Tisca Chopra,Drama
1183,Swati Aggarwal,Drama
1184,Mimoh Chakraborty,Action
1185,Asrani,Comedy
1186,Abhay Deol,Comedy
1187,Wamiqa Gabbi,Drama
1188,Vibha Chhibber,Drama
1189,Akshay Kumar,Comedy
1190,Alia Bhatt,Drama
1191,Sushant Singh Rajput,Comedy
1192,Siddharth Gupta,Comedy
1193,Priyanka Chopra,Biography
1194,Tinnu Anand,Comedy
1195,Saif Ali Khan,Comedy
1196,Soha Ali Khan,Drama
1197,Vicky Ahuja,Crime
1198,Saif Ali Khan,Comedy
1199,Kartik Tiwari,Drama
1200,Ranbir Chakma,Drama
1201,Brijesh Kori,Drama
1202,Anjori Alagh,Drama
1203,Puneet Singh Ratn,Crime
1204,Santosh Barmola,Adventure
1205,Tiger Shroff,Action
1206,Deepika Padukone,Comedy
1207,BuAli Shah,Thriller
1208,Raghuvir Yadav,Drama
1209,Shweta Bhardwaj,Thriller
1210,Sidharth Malhotra,Comedy
1211,Aparna Bajpai,Horror
1212,Shahbaz Baweja,Comedy
1213,Nazia Hussain,Romance
1214,Satyakam Anand,Drama
1215,Ashrita Agarwal,Comedy
1216,Kangana Ranaut,Action
1217,Farhan Akhtar,Comedy
1218,Indrapal Ahuja,Drama
1219,Naseeruddin Shah,Comedy
1220,Nishant Dahiya,Comedy
1221,Kangana Ranaut,Adventure
1222,Rupa Bhimani,Animation
1223,Adhyayan Suman,Drama
1224,Manu Rishi Chadha,Adventure
1225,Vidya Balan,Comedy
1226,Emraan Hashmi,Comedy
1227,Farooq Shaikh,Drama
1228,Ranveer Singh,Action
1229,Himansh Kohli,Drama
1230,Tabu,Crime
1231,Aditya Roy Kapoor,Comedy
1232,Amitabh Bachchan,Animation
1233,Sahil Anand,Comedy
1234,Jimmy Shergill,Horror
1235,Shiv Darshan,Action
1236,Pulkit Samrat,Comedy
1237,Ayushmann Khurrana,Comedy
1238,Mohammed Zeeshan Ayyub,Drama
1239,Rani Mukerji,Action
1240,Sanjiv Chopra,Drama
1241,Omkar Das Manikpuri,Sci-Fi
1242,Mahesh Balraj,Drama
1243,Jacky Bhagnani,Drama
1244,Asif Basra,Comedy
1245,Sanjay Chauhan,Thriller
1246,Sharman Joshi,Comedy
1247,Amitabh Bachchan,Comedy
1248,Harman Baweja,Action
1249,Deepak Dobriyal,Comedy
1250,Ashok Banthia,Comedy
1251,Jyoti Rana,Thriller
1252,Gajendra Chouhan,Drama
1253,Hritu,Horror
1254,Ajay Sinh Rathod,Action
1255,Sushant Singh,Drama
1256,Bipasha Basu,Horror
1257,Ramgopal Bajaj,Mystery
1258,Kannan Arunachalam,Action
1259,Himesh Reshammiya,Thriller
1260,Satish Kaushik,Comedy
1261,Varun Dhawan,Comedy
1262,Rati Agnihotri,Drama
1263,Jimmy Shergill,Drama
1264,Rajkummar Rao,Drama
1265,Armaan Jain,Comedy
1266,Salil Acharya,Horror
1267,Sonam Arora,Thriller
1268,Akshay Oberoi,Horror
1269,Saahil Prem,Drama
1270,Vir Das,Comedy
1271,Anupam Kher,Comedy
1272,Akshay Kumar,Comedy
1273,Rajesh Bakshi,Action
1274,Manoj Amarnani,Comedy
1275,Rati Agnihotri,Action
1276,Deepak Chadha,Drama
1277,Shiv Pandit,Comedy
1278,Mohan Joshi,Mystery
1279,Kaivalya Chheda,nan
1280,Manish Choudhary,Horror
1281,Adil Hussain,nan
1282,Vir Das,Comedy
1283,Shradha Das,Thriller
1284,Aishwarya Rai Bachchan,Romance
1285,Gracy Singh,Adventure
1286,Sridevi,Action
1287,Madhuri Dixit,Drama
1288,Juhi Chawla,Action
1289,Madhuri Dixit,Musical
1290,Ameesha Patel,Action
1291,Jaya Bhaduri,Drama
1292,Hrithik Roshan,Comedy
1293,Hrithik Roshan,Musical
1294,Rekha,Adventure
1295,Salman Khan,Drama
1296,Kareena Kapoor,Musical
1297,Raveena Tandon,Action
1298,Atul Kulkarni,Crime
1299,Rishi Kapoor,Drama
1300,Hema Malini,Musical
1301,Preity Zinta,Action
1302,Naseeruddin Shah,Comedy
1303,Hrithik Roshan,Musical
1304,Sayaji Shinde,Drama
1305,Rahul Dev,Action
1306,Vinay Anand,Drama
1307,Govinda,Romance
1308,Manisha Koirala,Drama
1309,Rajeshwari Sachdev,Drama
1310,Bobby Deol,Crime
1311,Govinda,Comedy
1312,Raj Babbar,Crime
1313,Heather Graham,Comedy
1314,Ravi Baswani,Thriller
1315,Abhishek Bachchan,Romance
1316,Ameesha Patel,Action
1317,Kareena Kapoor,Romance
1318,Aarti Agarwal,Romance
1319,Fardeen Khan,Comedy
1320,Dipti Bhatnagar,Drama
1321,Raveena Tandon,Thriller
1322,Himanshu Malik,Drama
1323,Rani Mukerji,Drama
1324,Saif Ali Khan,Comedy
1325,Reema Sen,Musical
1326,Madhuri Dixit,Romance
1327,Anil Kapoor,Drama
1328,Sanjay Dutt,Action
1329,Dharmendra,Drama
1330,Ruby Bhatia,Documentary
1331,Mohanlal,Action
1332,Mukul Dev,Action
1333,Mahima Chaudhry,Comedy
1334,Jimmy Shergill,Drama
1335,Saif Ali Khan,Musical
1336,Raj Babbar,Action
1337,Dia Mirza,Romance
1338,Manisha Koirala,Drama
1339,Sonali Bendre,Drama
1340,Sunidhi Chauhan,Drama
1341,Pankaj Berry,Biography
1342,Juhi Chawla,Comedy
1343,Nandita Das,Action
1344,Akshay Kumar,Comedy
1345,Aftab Shivdasani,Musical
1346,Sahil Khan,Musical
1347,Tabu,Action
1348,Mohan Azaad,Action
1349,Sushmita Sen,Drama
1350,Karisma Kapoor,Musical
1351,Rahul Bhat,Action
1352,Sushmita Sen,Action
1353,Bobby Deol,Drama
1354,Nawab Shah,Drama
1355,Aftab Shivdasani,Comedy
1356,Amrita Arora,Comedy
1357,Anupama Verma,Mystery
1358,Gulshan Grover,Action
1359,Dia Mirza,Crime
1360,Snehal Dabi,Action
1361,Ameesha Patel,Romance
1362,Vivek Oberoi,Thriller
1363,Rana Jung Bahadur,Action
1364,Ashutosh Rana,Musical
1365,Sharad S. Kapoor,Musical
1366,Viveka Babajee,Musical
1367,Sunny Deol,Adventure
1368,Sunil Shetty,Action
1369,Sushant Singh,Biography
1370,Amrita Rao,Adventure
1371,Tulip Joshi,Comedy
1372,Hrithik Roshan,War
1373,Sunny Deol,Biography
1374,Anang Desai,Comedy
1375,Akshaye Khanna,Action
1376,Sameera Reddy,Romance
1377,Sonali Bendre,Comedy
1378,Atul Agnihotri,Action
1379,Dinesh Hingoo,Action
1380,Tusshar Kapoor,Family
1381,Anil Kapoor,Drama
1382,Sonya Jehan,Drama
1383,Salman Khan,Comedy
1384,Smita Jaykar,Romance
1385,Preity Zinta,Drama
1386,Raveena Tandon,Thriller
1387,Jackie Shroff,Action
1388,Aishwarya Rai Bachchan,Romance
1389,Namrata Shirodkar,Drama
1390,Rani Mukerji,Drama
1391,Om Puri,Action
1392,Dino Morea,Crime
1393,Raveena Tandon,Comedy
1394,Jaya Seal,Action
1395,Manisha Koirala,Comedy
1396,Nana Patekar,Action
1397,Anil Kapoor,Drama
1398,Simone Singh,Drama
1399,Jimmy Shergill,Romance
1400,Anang Desai,Romance
1401,Hema Malini,Drama
1402,Shilpa Shetty,Action
1403,Kareena Kapoor,Romance
1404,Akshaye Khanna,Crime
1405,Raveena Tandon,Action
1406,Akshay Kumar,Action
1407,Aamir Ali Malik,Comedy
1408,Sunil Shetty,Action
1409,Raveena Tandon,Comedy
1410,Raveena Tandon,Comedy
1411,Tabu,Action
1412,Tabu,Drama
1413,Urmila Matondkar,Horror
1414,Namrata Shirodkar,Action
1415,Karisma Kapoor,Family
1416,Atul Kulkarni,Crime
1417,Sunil Shetty,Action
1418,Esha Deol,Action
1419,Tara Deshpande,Crime
1420,Heenee Kaushik,Drama
1421,Rani Mukerji,Biography
1422,Lara Dutta,Drama
1423,Nethra Raghuraman,Action
1424,Rani Mukerji,Drama
1425,Preity Zinta,Action
1426,Rahul Bose,Comedy
1427,Preity Zinta,Comedy
1428,Akshay Kumar,Action
1429,Ajay Devgn,Drama
1430,Sushmita Sen,Action
1431,Manoj Bajpayee,Drama
1432,Urmila Matondkar,Drama
1433,Sonali Khare,Drama
1434,Shakti Kapoor,Romance
1435,Priyanshu Chatterjee,Action
1436,Kareena Kapoor,Action
1437,Esha Deol,Drama
1438,Kader Khan,Comedy
1439,John Abraham,Drama
1440,Rahul Dev,Thriller
1441,Sunil Shetty,Thriller
1442,Antara Mali,Horror
1443,Isha Koppikar,Action
1444,Mallika Sherawat,Drama
1445,Vivek Oberoi,Comedy
1446,Urmila Matondkar,Crime
1447,Sonu Nigam,Family
1448,Dino Morea,Horror
1449,Aditi Govitrikar,Adventure
1450,Govinda,Action
1451,Vikas Sethi,Drama
1452,Aditya Srivastava,Crime
1453,Alyy Khan,Comedy
1454,Sandali Sinha,Action
1455,Uday Chopra,Crime
1456,Hrishitaa Bhatt,Crime
1457,Amrita Rao,Comedy
1458,Anuj Sawhney,Comedy
1459,Akshay Kumar,Drama
1460,Akshay Kumar,Drama
1461,Perizaad Zorabian,Comedy
1462,Lara Dutta,Romance
1463,Om Puri,Drama
1464,Dino Morea,Action
1465,Sunil Shetty,Action
1466,Rani Mukerji,Thriller
1467,Fardeen Khan,Musical
1468,Dharmendra,Crime
1469,Raghuvir Yadav,Romance
1470,Ameesha Patel,Romance
1471,Bipasha Basu,Fantasy
1472,Gayatri Joshi,Drama
1473,Naseeruddin Shah,Action
1474,Sabyasachi Chakraborty,Drama
1475,Gulshan Grover,Fantasy
1476,Shahbaaz Khan,Horror
1477,Abhishek Bachchan,Drama
1478,Aftab Shivdasani,Comedy
1479,Sunil Shetty,Action
1480,Tara Sharma,Action
1481,Gracy Singh,Crime
1482,Tabu,Action
1483,Preity Zinta,Comedy
1484,Bhoomika Chawla,Romance
1485,Bipasha Basu,Action
1486,Rajpal Yadav,Drama
1487,Sanjay Dutt,Comedy
1488,Rani Mukerji,Drama
1489,Dilip Prabhavalkar,Crime
1490,Liyaqat Bari,Action
1491,Sadiya Siddiqui,Comedy
1492,John Abraham,Drama
1493,Ammtoje Mann,Drama
1494,Rani Mukerji,Drama
1495,Nandita Das,Crime
1496,Tim Lawrence,Action
1497,Ahmed Chaudhary,Thriller
1498,Masumeh Makhija,Comedy
1499,Suman Ranganathan,Drama
1500,Ting Leung,Action
1501,Perizaad Zorabian,Romance
1502,Abhishek Bachchan,Action
1503,Abhishek Bachchan,Action
1504,Sahil Khan,Comedy
1505,Lucy Bartholomew,Thriller
1506,Raveena Tandon,Drama
1507,Rajat Bedi,Action
1508,Avtar Gill,Romance
1509,Rakesh Bedi,Comedy
1510,Rajat Bedi,Romance
1511,Revathy,Drama
1512,Rakesh Bedi,Comedy
1513,Abhay Bhargav,Drama
1514,Prashant Narayanan,Comedy
1515,Sanjay Dutt,War
1516,Noemi Besedes,Comedy
1517,Suchindra Bali,Drama
1518,Kulbhushan Kharbanda,Drama
1519,Akshay Kumar,Comedy
1520,Saloni Aswani,Romance
1521,Dimple,Comedy
1522,Amitabh Bachchan,Comedy
1523,Rahul Bhat,Action
1524,Priyanka Chopra,Action
1525,Ashney Shroff,Action
1526,Bipasha Basu,Romance
1527,Prashant Narayanan,Drama
1528,Vikram Gokhale,Action
1529,Tina Rana,Musical
1530,Isha Sharvani,Drama
1531,Sushmita Sen,Comedy
1532,Akshay Kumar,Action
1533,Raveena Tandon,Drama
1534,Revathy,Crime
1535,Ameesha Patel,Action
1536,Karan Nath,Drama
1537,Shahid Kapoor,Action
1538,Dimple Kapadia,Horror
1539,Namrata Shirodkar,Drama
1540,Aishwarya Rai Bachchan,Drama
1541,Ashmit Patel,Drama
1542,Siddharth,Drama
1543,Vivek Oberoi,Comedy
1544,Tarun Arora,Drama
1545,Isha Koppikar,Comedy
1546,Gracy Singh,Romance
1547,Aishwarya Rai Bachchan,Drama
1548,Lara Dutta,Drama
1549,Asrani,Romance
1550,Bhoomika Chawla,Action
1551,Tusshar Kapoor,Fantasy
1552,Mandira Bedi,Comedy
1553,Yashpal Sharma,Drama
1554,Shantanu Chappana,Drama
1555,Shilpa Shetty,Action
1556,Cleo Isaacs,Crime
1557,Sunil Shetty,Action
1558,Vivek Oberoi,Thriller
1559,Raveena Tandon,Action
1560,J.D. Chakravarthi,Horror
1561,Ameesha Patel,Action
1562,Sunil Shetty,Horror
1563,Akshay Kumar,Comedy
1564,Kareena Kapoor,Drama
1565,Sharad S. Kapoor,Musical
1566,Karisma Kapoor,Music
1567,Sunil Shetty,Comedy
1568,Salman Khan,Drama
1569,Jyoti Dogra,Drama
1570,Prakash Rao,Drama
1571,Kiran Kumar,Drama
1572,Sharmila Tagore,Drama
1573,Preity Zinta,Drama
1574,Priyanshu Chatterjee,Drama
1575,Uday Chopra,Action
1576,Fardeen Khan,Adventure
1577,Abhishek Bachchan,Drama
1578,Yash Pandit,Adventure
1579,Sunil Shetty,Action
1580,Anu Kashyap,Action
1581,Bobby Darling,Comedy
1582,Raveena Tandon,Musical
1583,John Abraham,Musical
1584,Sameera Reddy,Action
1585,Tanisha,Comedy
1586,Shilpa Shetty,Romance
1587,Dia Mirza,Musical
1588,Abhishek Bachchan,Action
1589,Sheetal Bavishi,Action
1590,Varsha Usgaonkar,Action
1591,Hrithik Roshan,Action
1592,Abhishek Bachchan,Musical
1593,Masumeh Makhija,Comedy
1594,Aftab Shivdasani,Musical
1595,Ayesha Takia,Musical
1596,Thomas Tevana,Action
1597,Akshay Kumar,Action
1598,Kareena Kapoor,Action
1599,Juhi Chawla,Thriller
1600,Vidya Balan,Drama
1601,Aashish Chaudhary,Comedy
1602,Ajay Devgn,Drama
1603,Aashish Chaudhary,Action
1604,Bhoomika Chawla,Drama
1605,Kajol,Drama
1606,Dimple Kapadia,Comedy
1607,Gracy Singh,Thriller
1608,Uday Chopra,Action
1609,Arun Bakshi,Drama
1610,Revathy,Romance
1611,Rati Agnihotri,Comedy
1612,Zayed Khan,Romance
1613,Suhel Seth,Mystery
1614,Shahid Kapoor,Drama
1615,Anuj Sawhney,Drama
1616,Atul Kulkarni,Drama
1617,Bipasha Basu,Romance
1618,Sunil Shetty,Action
1619,Sunil Shetty,Comedy
1620,Manoj Bajpayee,Drama
1621,Katrina Kaif,Romance
1622,Priyanka Chopra,Crime
1623,Sushmita Sen,Musical
1624,Bobby Deol,Action
1625,Ameesha Patel,Drama
1626,Lara Dutta,Thriller
1627,Elidh MacQueen,Drama
1628,Sherrin Verghese,Musical
1629,Manisha Koirala,Romance
1630,Shiney Ahuja,Drama
1631,Rani Mukerji,Adventure
1632,Ashmit Patel,Musical
1633,Bobby Deol,Romance
1634,Sneha Ullal,Musical
1635,Zayed Khan,Comedy
1636,Dino Morea,Thriller
1637,Anjana Sukhani,Comedy
1638,Aishwarya Rai Bachchan,Action
1639,Rani Mukerji,Drama
1640,Nana Patekar,Action
1641,Mallika Sherawat,Comedy
1642,Kareena Kapoor,Drama
1643,Sushmita Sen,Comedy
1644,Suchitra Krishnamoorthi,Thriller
1645,Salman Khan,Comedy
1646,Anupam Kher,Fantasy
1647,Ayesha Takia,Romance
1648,Shamita Shetty,Thriller
1649,Irrfan Khan,Comedy
1650,John Abraham,Comedy
1651,Girish Karnad,Drama
1652,Mahima Chaudhry,Comedy
1653,Sneha Ullal,Drama
1654,Mithun Chakraborty,Drama
1655,Arshad Warsi,Comedy
1656,Preity Zinta,Comedy
1657,Sohail Khan,Action
1658,Akshay Kumar,Musical
1659,Ritesh Deshmukh,Comedy
1660,Ritesh Deshmukh,Comedy
1661,Ashmit Patel,Thriller
1662,Arjun Rampal,Action
1663,Mahima Chaudhry,Comedy
1664,Ranvir Shorey,Comedy
1665,Vikram Singh,Action
1666,Sujeet Chaubey,Drama
1667,Darshan Jariwala,Biography
1668,Arif Zakaria,Drama
1669,Dia Mirza,Thriller
1670,Saif Ali Khan,Action
1671,Koena Mitra,Comedy
1672,Murad Ali,Drama
1673,Vivek Oberoi,Comedy
1674,Priyanka Chopra,Action
1675,Saadhika,Crime
1676,Shahid Kapoor,Comedy
1677,Mithun Chakraborty,Action
1678,Talat Aziz,Romance
1679,Jackie Shroff,Comedy
1680,Boman Irani,Comedy
1681,Ravi Baswani,Drama
1682,Neha Dhupia,Drama
1683,Meera,Drama
1684,Saloni Aswani,Romance
1685,Irrfan Khan,Drama
1686,Tanisha,Comedy
1687,Abhay Bhargav,Comedy
1688,Mohanlal,Action
1689,Genelia D'Souza,Comedy
1690,Minissha Lamba,Romance
1691,Shahid Kapoor,Drama
1692,Amrita Rao,Comedy
1693,Priyanka Chopra,Comedy
1694,Salman Khan,Comedy
1695,Till Dilumière,Drama
1696,Priyanka Chopra,Action
1697,Om Puri,Comedy
1698,Bipasha Basu,Comedy
1699,Samita Bangargi,Comedy
1700,John Abraham,Comedy
1701,Bobby Darling,Comedy
1702,Kareena Kapoor,Comedy
1703,Preeti Ganguli,Drama
1704,Mithun Chakraborty,Action
1705,Pankaj Kapur,Action
1706,Sadashiv Amrapurkar,Drama
1707,Mahesh Raj,Horror
1708,Mallika Sherawat,Comedy
1709,Kishori Godbole,Crime
1710,Ashok Beniwal,Crime
1711,Natalya Gudkova,Action
1712,Liyaqat Bari,Action
1713,Neha Dhupia,Mystery
1714,Priyanka Chopra,Comedy
1715,Celina Jaitly,Romance
1716,Rajpal Yadav,Comedy
1717,Shabana Azmi,Drama
1718,Tanaaz Currim Irani,Romance
1719,Om Puri,Musical
1720,Ishrat Ali,Drama
1721,Navneet Kaur,Thriller
1722,Anil Nagrath,Horror
1723,Mridula Baruah,Romance
1724,Kay Kay Menon,Drama
1725,Kareena Kapoor,Action
1726,Nana Patekar,Comedy
1727,Rajesh Jolly,Animation
1728,Anita Hassandani,Comedy
1729,John Abraham,Action
1730,Malavikka,Drama
1731,Negar Khan,Comedy
1732,Emraan Hashmi,Comedy
1733,Ayesha Takia,Comedy
1734,Priyanka Chopra,Action
1735,Abhishek Bachchan,Action
1736,Satnam Kaur,Action
1737,Sudesh Berry,Action
1738,Himani Shivpuri,Romance
1739,Sonika Kapoor,Comedy
1740,Shama Deshpande,Drama
1741,Ayesha Takia,Action
1742,Ritesh Deshmukh,Comedy
1743,Amrita Rao,Drama
1744,Ameesha Patel,Drama
1745,Shiney Ahuja,Crime
1746,Arshad Warsi,Comedy
1747,Sonali Kulkarni,Drama
1748,Raj Babbar,Comedy
1749,Deepal Shaw,Action
1750,Abhishek Bachchan,Biography
1751,Sonam Kapoor,Drama
1752,Arshad Warsi,Action
1753,Ameesha Patel,Action
1754,Katrina Kaif,Comedy
1755,Irrfan Khan,Comedy
1756,Arshad Warsi,Comedy
1757,Govinda,Comedy
1758,Vidya Balan,Comedy
1759,Govinda,Comedy
1760,Dia Mirza,Comedy
1761,Priyanka Chopra,Romance
1762,Amitabh Bachchan,Action
1763,Prem Chopra,Comedy
1764,Vivek Oberoi,Action
1765,Sunny Deol,Drama
1766,Ashmit Patel,Drama
1767,Milind Gunaji,Thriller
1768,Isha Sharvani,Action
1769,Sanjay Suri,Action
1770,Neetu Chandra,Drama
