,Actor,Top Genres
1111,Nizhalgal Ravi,"[('Fantasy', 1), ('Comedy', 1), ('Romance', 1)]"
1112,Rambha,"[('Action', 1), ('Comedy', 1), ('Drama', 1)]"
1113,Vrajesh Hirjee,"[('Comedy', 5), ('Action', 3), ('Drama', 3)]"
1114,Ishita Sharma,"[('Drama', 2), ('Comedy', 1), ('Sport', 1)]"
1115,Javed Sheikh,"[('Drama', 2), ('Romance', 1), ('Thriller', 1)]"
1116,Rukhsar,"[('Drama', 3), ('Crime', 2), ('Comedy', 1)]"
1117,Katie A. Keane,"[('Drama', 1), ('Romance', 1), ('Thriller', 1)]"
1118,Delnaaz Irani,"[('Animation', 1), ('Drama', 1), ('Action', 1)]"
1119,Steven Michael Quezada,"[('Action', 1), ('Drama', 1), ('Romance', 1)]"
1120,Govind Namdeo,"[('Drama', 5), ('Comedy', 3), ('Crime', 3)]"
1121,Arjun Mathur,"[('Drama', 3), ('Comedy', 2), ('Crime', 2)]"
1122,Sheetal Menon,"[('Drama', 1), ('Mystery', 1), ('Romance', 1)]"
1123,Sumeet Chawla,"[('Drama', 1)]"
1124,Shakeel Khan,"[('Crime', 1), ('Drama', 1), ('Romance', 1)]"
1125,Sharda,"[('Drama', 1), ('Family', 1), ('Musical', 1)]"
1126,Shivani Tanksale,"[('Comedy', 1), ('Sci-Fi', 1)]"
1127,Sudha Chandran,"[('Drama', 3), ('Crime', 2), ('Comedy', 1)]"
1128,Vasan Bala,"[('Drama', 1), ('Thriller', 1)]"
1129,Ankur Khanna,"[('Drama', 2), ('Comedy', 1)]"
1130,Anjan Srivastav,"[('Animation', 2), ('Comedy', 1), ('Drama', 1)]"
1131,Raaj Gopal,"[('Action', 1), ('Crime', 1), ('Drama', 1)]"
1132,Jeff Doucette,"[('Comedy', 1), ('Drama', 1), ('Horror', 1)]"
1133,Jesse Randhawa,"[('Crime', 1), ('Drama', 1), ('Mystery', 1)]"
1134,Sambhavna Sheth,"[('Crime', 1)]"
1135,Anita Raj,"[('Drama', 1)]"
1136,Deb Mukherjee,"[('Action', 1), ('Comedy', 1), ('Crime', 1)]"
1137,Aanaahad,"[('Action', 1), ('Drama', 1), ('Sport', 1)]"
1138,Pooja Kanwal,"[('Mystery', 1)]"
1139,Daisy,"[('Comedy', 1), ('Drama', 1)]"
1140,Devshi Khanduri,"[('Drama', 1), ('Thriller', 1)]"
1141,Suraj Godambe,"[('Action', 1), ('Crime', 1), ('Drama', 1)]"
1142,Laila Khan,"[('Drama', 1), ('Mystery', 1), ('Romance', 1)]"
1143,Biswajeet Chatterjee,"[('Action', 1), ('Crime', 1), ('Drama', 1)]"
1144,Poonam Dhillon,"[('Drama', 1), ('Horror', 1), ('Mystery', 1)]"
1145,Nausheen Ali Sardar,"[('Drama', 1), ('Mystery', 1), ('Thriller', 1)]"
1146,Pradip Sagar,"[('Crime', 1), ('Drama', 1), ('Thriller', 1)]"
1147,Anuj Chaudhary,"[('Comedy', 1), ('Drama', 1)]"
1148,Aditya Rajput,"[('Action', 1), ('Crime', 1), ('Drama', 1)]"
1149,Rasika Dugal,"[('Drama', 1), ('Horror', 1), ('Mystery', 1)]"
1150,Kriti Malhotra,"[('Drama', 1)]"
1151,Gauhar Khan,"[('Drama', 2), ('Comedy', 1), ('Action', 1)]"
1152,Rehan Khan,"[('Drama', 3), ('Action', 2), ('Crime', 1)]"
1153,Shalini Vatsa,"[('Comedy', 1), ('Drama', 1)]"
1154,Preeti Bhutani,"[('Action', 1), ('Drama', 1), ('Thriller', 1)]"
1155,Aruna Irani,"[('Comedy', 1), ('Crime', 1), ('Drama', 1)]"
1156,Mohit Ghai,"[('Comedy', 1), ('Drama', 1)]"
1157,Shaukat Baig,"[('Comedy', 1), ('Crime', 1), ('Drama', 1)]"
1158,Avika Gor,"[('Drama', 1)]"
1159,Purbi Joshi,"[('Comedy', 1), ('Drama', 1), ('Romance', 1)]"
1160,Elissa Brentano,"[('Action', 1), ('Crime', 1), ('Drama', 1)]"
1161,Anuj Punj,"[('Drama', 1), ('Romance', 1)]"
1162,Sohum Shah,"[('Action', 1), ('Crime', 1), ('Drama', 1)]"
1163,Amrita Puri,"[('Drama', 3), ('Comedy', 1), ('Action', 1)]"
1164,Ajay Chaudhary,"[('Crime', 1), ('Drama', 1), ('Musical', 1)]"
1165,Vivek Madan,"[('Comedy', 1)]"
1166,Abhimanyu Singh,"[('Crime', 1), ('Drama', 1), ('Thriller', 1)]"
1167,Suresh Oberoi,"[('Drama', 2), ('Crime', 1), ('Thriller', 1)]"
1168,Tarina Patel,"[('Action', 1), ('Crime', 1), ('Drama', 1)]"
1169,Shubh Joshi,"[('Action', 1), ('Drama', 1), ('Horror', 1)]"
1170,Meiyang Chang,"[('Comedy', 1), ('Crime', 1), ('Drama', 1)]"
1171,Atul Kinagi,"[('Drama', 1), ('Musical', 1), ('Romance', 1)]"
1172,Anant Jog,"[('Drama', 2), ('Action', 1), ('Crime', 1)]"
1173,Vijay Adhav,"[('Crime', 1), ('Drama', 1), ('Romance', 1)]"
1174,Vindu Dara Singh,"[('Animation', 1)]"
1175,Arijit Sen Gupta,"[('Comedy', 1), ('Horror', 1), ('Romance', 1)]"
1176,Ankush Choudhary,"[('Crime', 1), ('Drama', 1)]"
1177,Neha Chauhan,"[('Comedy', 1), ('Crime', 1), ('Drama', 1)]"
1178,Chandan,"[('Drama', 1), ('Romance', 1)]"
1179,Dinesh Bawara,"[('Action', 1), ('Comedy', 1), ('Drama', 1)]"
1180,Neena Gupta,"[('Drama', 3), ('Comedy', 1), ('Thriller', 1)]"
1181,Venita Anand,"[('Drama', 1), ('Romance', 1), ('Thriller', 1)]"
1182,Manuj Bhaskar,"[('Drama', 1), ('Mystery', 1), ('Thriller', 1)]"
1183,Piyush Mishra,"[('Drama', 2), ('Comedy', 1), ('Crime', 1)]"
1184,Urvashi Chaudhary,"[('Action', 1), ('Drama', 1), ('Mystery', 1)]"
1185,T.K. Chowdhary,"[('Crime', 1), ('Drama', 1), ('Thriller', 1)]"
1186,Akhilendra Mishra,"[('Drama', 3), ('Action', 2), ('Crime', 2)]"
1187,Ronit Roy,"[('Drama', 3), ('Action', 1), ('Comedy', 1)]"
1188,Sid Makkar,"[('Comedy', 1), ('Drama', 1), ('Romance', 1)]"
1189,Badrul Islam,"[('Comedy', 2), ('Drama', 1), ('Romance', 1)]"
1190,Jagrat Desai,"[('Comedy', 1), ('Drama', 1), ('Romance', 1)]"
1191,Aditi Vasudev,"[('Comedy', 2), ('Drama', 1), ('Romance', 1)]"
1192,Omi Vaidya,"[('Comedy', 1), ('Drama', 1), ('Romance', 1)]"
1193,Myra Karn,"[('Crime', 1), ('Drama', 1), ('Thriller', 1)]"
1194,Rajeev Mehta,"[('Comedy', 1), ('Drama', 1), ('Family', 1)]"
1195,Rajesh Shringarpore,"[('Thriller', 2), ('Drama', 1), ('Mystery', 1)]"
1196,Aashif Sheikh,"[('Comedy', 1), ('Drama', 1)]"
1197,Anisshka,"[('Horror', 1)]"
1198,Pritika Chawla,"[('Comedy', 1), ('Drama', 1)]"
1199,Emma Brown Garett,"[('Action', 1), ('Comedy', 1), ('Drama', 1)]"
1200,Kallol Banerjee,"[('Comedy', 1)]"
1201,Delzad Hiwale,"[('Drama', 2), ('Action', 1), ('War', 1)]"
1202,Sonika Gill,"[('Animation', 1), ('Comedy', 1), ('Drama', 1)]"
1203,Jyoti Singh,"[('Thriller', 1)]"
1204,Akash Nair,"[('Animation', 1), ('Action', 1), ('Adventure', 1)]"
1205,Priti Gandwani,"[('Drama', 1), ('Romance', 1)]"
1206,Dhritiman Chatterjee,"[('Drama', 1), ('Mystery', 1), ('Thriller', 1)]"
1207,Raakesh Babu,"[('Action', 1), ('Drama', 1)]"
1208,Tabrett Bethell,"[('Action', 1), ('Crime', 1), ('Thriller', 1)]"
1209,Chinmay Kambli,"[('Comedy', 1), ('Family', 1)]"
1210,Gulshan Devaiah,"[('Action', 1), ('Thriller', 1), ('Crime', 1)]"
1211,Divji Handa,"[('Comedy', 1), ('Drama', 1), ('Family', 1)]"
1212,Ragini Khanna,"[('Comedy', 1), ('Drama', 1)]"
1213,Cyrus Sahukar,"[('Comedy', 2), ('Drama', 2), ('Romance', 2)]"
1214,Aditya Banerjee,"[('Drama', 1), ('Mystery', 1), ('Thriller', 1)]"
1215,Lilliput,"[('Comedy', 1), ('Drama', 1), ('Family', 1)]"
1216,Rajat Kaul,"[('Drama', 1), ('Horror', 1), ('Mystery', 1)]"
1217,Akansha,"[('Romance', 1)]"
1218,Jyoti Joshi,"[('Crime', 1), ('Drama', 1), ('Mystery', 1)]"
1219,Shilpa Shukla,"[('Action', 1), ('Comedy', 1), ('Crime', 1)]"
1220,Sarvar Ahuja,"[('Drama', 1), ('Mystery', 1), ('Thriller', 1)]"
1221,Rajesh Khattar,"[('Comedy', 3), ('Drama', 1), ('Family', 1)]"
1222,Srinivasa Prabhu,"[('Drama', 1), ('Romance', 1)]"
1223,Gagan,"[('Action', 1), ('Adventure', 1), ('Fantasy', 1)]"
1224,Gurpreet Guggi,"[('Comedy', 1), ('Sci-Fi', 1)]"
1225,Sreejita De,"[('Comedy', 1), ('Drama', 1)]"
1226,Farida Jalal,"[('Drama', 9), ('Action', 4), ('Crime', 3)]"
1227,Padam Bhola,"[('Drama', 2), ('Comedy', 1), ('Horror', 1)]"
1228,Kalpana Bora,"[('Action', 1), ('Comedy', 1), ('Crime', 1)]"
1229,Mrinalini Sharma,"[('Drama', 1), ('Musical', 1)]"
1230,Ronnaoq Ahuja,"[('Comedy', 1), ('Drama', 1), ('Romance', 1)]"
1231,Sandeep Kulkarni,"[('Crime', 1), ('Drama', 1), ('Mystery', 1)]"
1232,Nawazuddin Siddiqui,"[('Drama', 4), ('Action', 2), ('Crime', 2)]"
1233,Vikas Katyal,"[('Comedy', 1), ('Drama', 1)]"
1234,Rajendra Chawla,"[('Drama', 1)]"
1235,Vinay Jain,"[('Comedy', 3), ('Drama', 2), ('Musical', 1)]"
1236,Shekhar Bassi,"[('Comedy', 1), ('Drama', 1)]"
1237,Adityansh,"[('Drama', 1)]"
1238,Prashant Raj,"[('Crime', 1), ('Drama', 1), ('Thriller', 1)]"
1239,Maanvi Gagroo,"[('Drama', 1), ('Horror', 1), ('Mystery', 1)]"
1240,Girija Oak,"[('Drama', 1), ('Sport', 1)]"
1241,Ajay Gehi,"[('Crime', 1), ('Drama', 1), ('Thriller', 1)]"
1242,Rohit Shetty,"[('Comedy', 1)]"
1243,Dalip Tahil,"[('Drama', 2), ('Sport', 2), ('Comedy', 1)]"
1244,Manish Wadhwa,"[('Action', 1), ('Crime', 1), ('Drama', 1)]"
1245,Priyanka,"[('Comedy', 1), ('Action', 1), ('Drama', 1)]"
1246,Erik A. Nanda,"[('Animation', 1), ('Adventure', 1), ('Drama', 1)]"
1247,Rajendranath Zutshi,"[('Drama', 3), ('History', 1), ('Horror', 1)]"
1248,Candice Pereira,"[('Romance', 1)]"
1249,Prasenjit Chatterjee,"[('Crime', 1), ('Thriller', 1)]"
1250,Sita Spada,"[('Comedy', 1), ('Crime', 1), ('Drama', 1)]"
1251,Vipin Sharma,"[('Drama', 2), ('Comedy', 1), ('Romance', 1)]"
1252,Harsh Parekh,"[('Comedy', 1), ('Crime', 1), ('Drama', 1)]"
1253,Satyaraj,"[('Action', 1), ('Comedy', 1), ('Romance', 1)]"
1254,Ritwik Sahore,"[('Crime', 1), ('Family', 1), ('Sport', 1)]"
1255,Esha Gupta,"[('Thriller', 3), ('Drama', 2), ('Horror', 1)]"
1256,Rinku Ghosh,"[('Drama', 1), ('Horror', 1)]"
1257,Sajid Ali,"[('Romance', 1)]"
1258,Julia Bliss,"[('Horror', 1)]"
1259,Mehdi Nebbou,"[('Comedy', 1), ('Drama', 1), ('Family', 1)]"
1260,Ashish Kumar,"[('Drama', 1)]"
1261,Arbaaz Ali Khan,"[('Comedy', 1), ('Horror', 1), ('Crime', 1)]"
1262,Vinod Nagpal,"[('Comedy', 1)]"
1263,Pablo Gonzalez,"[('Drama', 1), ('Romance', 1)]"
1264,Akkash Basnet,"[('Drama', 1), ('Thriller', 1)]"
1265,Navni Parihar,"[('Drama', 1)]"
1266,Kishore Anand Bhanushali,"[('Comedy', 1)]"
1267,Rohiet Nair,"[('Crime', 1), ('Drama', 1), ('Thriller', 1)]"
1268,Harish,"[('Comedy', 1), ('Romance', 1)]"
1269,Pradeep Kharab,"[('Comedy', 1), ('Musical', 1), ('Romance', 1)]"
1270,Payal Kumawat,"[('Action', 1), ('War', 1)]"
1271,Saurabh Dubey,"[('Horror', 1), ('Thriller', 1)]"
1272,Malay Chakrabarty,"[('Drama', 1)]"
1273,Amyra Dastur,"[('Drama', 1)]"
1274,Kavi Shastri,"[('Comedy', 2), ('Romance', 2)]"
1275,Prashaant Kumar,"[('Comedy', 1), ('Drama', 1), ('Sci-Fi', 1)]"
1276,Sharad Kelkar,"[('Drama', 2), ('Romance', 2), ('Horror', 1)]"
1277,Nigaar Khan,"[('Comedy', 1), ('Romance', 1)]"
1278,Tina Desai,"[('Adventure', 1), ('Thriller', 1)]"
1279,Madhulagna Das,"[('Horror', 1)]"
1280,Pravin Baby,"[('History', 1)]"
1281,Nirmiti Sawant,"[('Comedy', 1)]"
1282,Sagarika Ghatge,"[('Drama', 2), ('Thriller', 1), ('Crime', 1)]"
1283,Bikramjeet Kanwarpal,"[('Comedy', 1)]"
1284,Raman Atre,"[('Drama', 1)]"
1285,Jawahar Jairath,"[('Comedy', 1)]"
1286,Devansh Doshi,"[('Animation', 1), ('Drama', 1), ('Musical', 1)]"
1287,Ashish Kotwal,"[('Crime', 1), ('Thriller', 1)]"
1288,Neetu Chaudhary,"[('Animation', 1), ('Action', 1), ('Adventure', 1)]"
1289,Anshul Kataria,"[('Comedy', 1), ('Drama', 1), ('Thriller', 1)]"
1290,Pooja Salvi,"[('Comedy', 1)]"
1291,Raghavendra Kadkol,"[('Drama', 1)]"
1292,Akash Hora,"[('Musical', 1), ('Romance', 1), ('Thriller', 1)]"
1293,Randhir Kapoor,"[('Comedy', 1), ('Drama', 1), ('Family', 1)]"
1294,Vinay Virmani,"[('Action', 1), ('Crime', 1), ('Drama', 1)]"
1295,Vipul Bhatt,"[('Drama', 1)]"
1296,Shivani Joshi,"[('Drama', 1), ('Family', 1)]"
1297,Kumar Mayank,"[('Mystery', 1), ('Romance', 1), ('Thriller', 1)]"
1298,Karan Mehra,"[('Romance', 1)]"
1299,Himani Chauhan,"[('Horror', 1), ('Sci-Fi', 1), ('Thriller', 1)]"
1300,Preeti Chauhan,"[('Drama', 1)]"
1301,Akash Chopra,"[('Comedy', 1), ('Romance', 1)]"
1302,Gautam Mehra,"[('Romance', 1)]"
1303,Bajrangbali Singh,"[('Drama', 1), ('Romance', 1), ('Sport', 1)]"
1304,Urvashi Rautela,"[('Action', 1), ('Drama', 1)]"
1305,Devender Chaudhary,"[('Thriller', 1)]"
1306,Freddy Daruwala,"[('Action', 1), ('Romance', 1), ('Thriller', 1)]"
1307,Divya Jagdale,"[('Action', 1), ('Drama', 1)]"
1308,Kiran Gadalay,"[('Comedy', 1), ('Drama', 1)]"
1309,Farida Dadi,"[('Romance', 1)]"
1310,Rohit Bakshi,"[('Thriller', 1)]"
1311,Mita Vasisht,"[('Drama', 2), ('Family', 1)]"
1312,Kirti Kulhari,"[('Drama', 1), ('Horror', 1), ('Thriller', 1)]"
1313,Ganesh Yadav,"[('Drama', 1), ('Musical', 1), ('Action', 1)]"
1314,Joe Debroy,"[('Horror', 1)]"
1315,Taran Bajaj,"[('Drama', 1)]"
1316,Saranya Mohan,"[('Drama', 1)]"
1317,Elli Avram,"[('Comedy', 1), ('Thriller', 1)]"
1318,Kaustav Ghosh,"[('Animation', 1), ('Adventure', 1), ('Fantasy', 1)]"
1319,Kapil Dubey,"[('Comedy', 1), ('Drama', 1), ('Romance', 1)]"
1320,Taaha Shah,"[('Comedy', 1), ('Drama', 1)]"
1321,Rio Kapadia,"[('Sci-Fi', 1)]"
1322,Rashi Khanna,"[('Action', 1), ('Drama', 1), ('History', 1)]"
1323,Ranjan Chhabra,"[('Comedy', 1), ('Drama', 1)]"
1324,Rajesh Balwani,"[('Comedy', 1)]"
1325,Vijayant Kohli,"[('Drama', 1), ('Romance', 1)]"
1326,Mehak Manwani,"[('Drama', 1), ('Romance', 1), ('Thriller', 1)]"
1327,Durgesh Kumar,"[('Drama', 1), ('Romance', 1)]"
1328,Vaani Kapoor,"[('Comedy', 1), ('Drama', 1), ('Romance', 1)]"
1329,Pallavi Batra,"[('Comedy', 1), ('Romance', 1)]"
1330,Darshan Kumaar,"[('Biography', 1), ('Drama', 1), ('Sport', 1)]"
1331,Mithilesh Chaturvedi,"[('Comedy', 1)]"
1332,Maarisha,"[('Crime', 1)]"
1333,Raj Kesaria,"[('Drama', 1), ('Romance', 1), ('Thriller', 1)]"
1334,Shreechand Makhija,"[('Drama', 1)]"
1335,Anaika Soti,"[('Crime', 1)]"
1336,Parth Akerkar,"[('Action', 1), ('Romance', 1)]"
1337,Adnan Khalid,"[('Thriller', 1)]"
1338,Yatin Karyekar,"[('Drama', 1)]"
1339,Karan Kundra,"[('Horror', 1)]"
1340,Nandini Jumani,"[('Comedy', 1)]"
1341,Aasad Mirza,"[('Romance', 1)]"
1342,Manoj Joshi,"[('Comedy', 5), ('Crime', 3), ('Action', 2)]"
1343,Vikram Dahiya,"[('Drama', 1)]"
1344,Parignya Pandya Shah,"[('Animation', 1)]"
1345,Mahima A,"[('Comedy', 1), ('Drama', 1), ('Thriller', 1)]"
1346,Nicole Faria,"[('Drama', 1), ('Romance', 1)]"
1347,Erica Fernandes,"[('Comedy', 1), ('Drama', 1), ('Romance', 1)]"
1348,Sarah-Jane Dias,"[('Comedy', 1), ('Drama', 1)]"
1349,Gautam Babbar,"[('Action', 1), ('Drama', 1), ('Thriller', 1)]"
1350,Suhas Sirsat,"[('Drama', 1), ('Musical', 1)]"
1351,Dev Gohar,"[('Sci-Fi', 1)]"
1352,Hardik Bothra,"[('Drama', 1), ('Family', 1), ('Sport', 1)]"
1353,Yoshika Verma,"[('Comedy', 1), ('Drama', 1)]"
1354,Kanwaljeet Matharu,"[('Thriller', 1)]"
1355,Parth Bhalerao,"[('Comedy', 1), ('Drama', 1), ('Fantasy', 1)]"
1356,Gavie Chahal,"[('Horror', 1)]"
1357,Roopali Krishnarao,"[('Action', 1), ('Drama', 1)]"
1358,Sidharth Shukla,"[('Comedy', 1), ('Drama', 1), ('Romance', 1)]"
1359,Kashika Chopra,"[('Drama', 1)]"
1360,Kiara Advani,"[('Drama', 1), ('Thriller', 1)]"
1361,Nikita Dutta,"[('Comedy', 1), ('Romance', 1)]"
1362,Piyush Bhalodiya,"[('Thriller', 1)]"
1363,Salah Benlemqawanssa,"[('Drama', 1), ('Musical', 1)]"
1364,Natasha Rastogi,"[('Comedy', 1), ('Romance', 1)]"
1365,Divyendu Sharma,"[('Comedy', 1)]"
1366,Claudia Ciesla,"[('Action', 1)]"
1367,Anokhi Dalvi,"[('Comedy', 1), ('Romance', 1)]"
1368,Sneha Deori,"[('Drama', 1)]"
1369,Nitika Sharma,"[('Mystery', 1)]"
1370,Avidant Bhagat,"[('nan', 1)]"
1371,Poonam Pandey,"[('Horror', 1)]"
1372,Rahul Handa,"[('Comedy', 1)]"
1373,Mannara,"[('Thriller', 1)]"
1374,Paul Blackthorne,"[('Adventure', 1), ('Drama', 1), ('Musical', 1)]"
1375,Nirmal Pandey,"[('Action', 1), ('Crime', 1), ('Comedy', 1)]"
1376,Alok Nath,"[('Drama', 5), ('Mystery', 2), ('Musical', 2)]"
1377,Prasad Purandhare,"[('Drama', 1), ('Romance', 1)]"
1378,Nina Kulkarni,"[('Drama', 2), ('Comedy', 1)]"
1379,Monica Bedi,"[('Comedy', 1)]"
1380,Michael McKean,"[('Comedy', 1), ('Fantasy', 1), ('Music', 1)]"
1381,Vikram Dhillon,"[('Documentary', 1)]"
1382,Balwant Bansal,"[('Action', 1), ('Crime', 1), ('Drama', 1)]"
1383,Chandrachur Singh,"[('Comedy', 1)]"
1384,Tanvi Hegde,"[('Action', 1), ('Drama', 1)]"
1385,Juliet Alburque,"[('Musical', 1), ('Romance', 1), ('Thriller', 1)]"
1386,Shillpi Sharma,"[('Musical', 1), ('Comedy', 1)]"
1387,Tinnu Verma,"[('Action', 1), ('Drama', 1)]"
1388,Palash Sen,"[('Drama', 1)]"
1389,Pinky Campbell,"[('Action', 1), ('Romance', 1)]"
1390,Tiku Talsania,"[('Comedy', 2), ('Romance', 1), ('Drama', 1)]"
1391,Nakhul,"[('Mystery', 1), ('Thriller', 1)]"
1392,Mukesh Rishi,"[('Crime', 1), ('Action', 1), ('Animation', 1)]"
1393,Sanober Kabir,"[('Action', 1)]"
1394,Deeksha,"[('Musical', 1), ('Drama', 1), ('Romance', 1)]"
1395,Neelam,"[('Adventure', 1), ('Drama', 1), ('Crime', 1)]"
1396,Kamini Kaushal,"[('Comedy', 1), ('Romance', 1), ('Musical', 1)]"
1397,Padma Lakshmi,"[('Action', 1), ('Crime', 1), ('Mystery', 1)]"
1398,Banjara,"[('Crime', 1), ('Drama', 1)]"
1399,Jai Gidwani,"[('Action', 1), ('Drama', 1)]"
1400,Ehsan Khan,"[('Drama', 2), ('Musical', 1)]"
1401,Samir Soni,"[('Drama', 2), ('Romance', 2), ('Comedy', 1)]"
1402,Manek Bedi,"[('Action', 1), ('Crime', 1), ('Drama', 1)]"
1403,Rakhi Sawant,"[('Action', 1), ('Comedy', 1), ('Drama', 1)]"
1404,Shishir Sharma,"[('Crime', 1), ('Drama', 1), ('Thriller', 1)]"
1405,Coral Beed,"[('Biography', 1), ('Drama', 1), ('History', 1)]"
1406,Hiten Paintal,"[('Drama', 1), ('Family', 1), ('Musical', 1)]"
1407,Harry,"[('Action', 1), ('Comedy', 1), ('Drama', 1)]"
1408,Zohra Segal,"[('Comedy', 2), ('Romance', 2), ('Action', 1)]"
1409,Parmita Katkar,"[('Action', 1), ('Romance', 1)]"
1410,Mahmud Babai,"[('Drama', 1), ('Romance', 1), ('Musical', 1)]"
1411,Divya Palat,"[('Adventure', 1), ('Thriller', 1)]"
1412,Nandini Singh,"[('Action', 1), ('Comedy', 1), ('Musical', 1)]"
1413,Mink Singh,"[('Drama', 1)]"
1414,Viju Khote,"[('Comedy', 1), ('Drama', 1)]"
1415,Pankaj Dheer,"[('Action', 2), ('Romance', 1)]"
1416,Khalid Siddiqui,"[('Comedy', 1), ('Romance', 1)]"
1417,Bikram Saluja,"[('Action', 1), ('Thriller', 1)]"
1418,Pinky Harwani,"[('Musical', 1), ('Action', 1), ('Drama', 1)]"
1419,Jagdeep,"[('Romance', 1), ('Action', 1), ('Drama', 1)]"
1420,Smith Seth,"[('Drama', 1)]"
1421,Singh Surendra,"[('Action', 1), ('Adventure', 1), ('Drama', 1)]"
1422,Gyanesh Mukherjee,"[('Drama', 1)]"
1423,Nishith Dadhich,"[('Fantasy', 1), ('Family', 1)]"
1424,Suhasini Mulay,"[('Drama', 1), ('Romance', 1)]"
1425,Akash Khurana,"[('Crime', 1), ('Drama', 1)]"
1426,Rajendra Gupta,"[('Crime', 2), ('Action', 1), ('Drama', 1)]"
1427,Maria Goretti,"[('Comedy', 1)]"
1428,Supriya Pilgaonkar,"[('Drama', 1), ('Musical', 1), ('Romance', 1)]"
1429,Aditya Kotdar,"[('Crime', 1), ('Drama', 1)]"
1430,Phil Jones,"[('Action', 1)]"
1431,Vinit Kumar,"[('Thriller', 1)]"
1432,Leher Kala,"[('Action', 1)]"
1433,Jatin Karia,"[('Thriller', 1)]"
1434,Priya Gill,"[('Action', 1), ('Romance', 1)]"
1435,Preeti Dayal,"[('Drama', 1)]"
1436,Pratima Kazmi,"[('Comedy', 2), ('Action', 1), ('Crime', 1)]"
1437,Raghu Raj,"[('Drama', 1), ('History', 1), ('Romance', 1)]"
1438,Reena Kapoor,"[('Comedy', 1)]"
1439,Gayatri,"[('Action', 1), ('Crime', 1), ('Drama', 1)]"
1440,Sanjay Narvekar,"[('Action', 1), ('Drama', 1)]"
1441,Ravindra Bundela,"[('Action', 1), ('Drama', 1), ('Thriller', 1)]"
1442,Vishnu Sharma,"[('Musical', 1), ('Romance', 1)]"
1443,Divya Khosla,"[('Action', 1), ('Drama', 1), ('Romance', 1)]"
1444,Nataneya Singh,"[('Drama', 1), ('Romance', 1), ('Thriller', 1)]"
1445,Moushumi Chatterjee,"[('Drama', 2), ('Horror', 1), ('Romance', 1)]"
1446,Henna,"[('Drama', 1)]"
1447,Mouli Ganguly,"[('Drama', 1), ('Romance', 1)]"
1448,Aakash Pandey,"[('Drama', 1)]"
1449,Peeya Rai Chowdhary,"[('Horror', 1), ('Mystery', 1)]"
1450,Elahe Hiptoola,"[('Drama', 1), ('Comedy', 1)]"
1451,Javed Khan,"[('Drama', 1)]"
1452,Kim Sharma,"[('Adventure', 1), ('Comedy', 1), ('Romance', 1)]"
1453,Carran Kapur,"[('Adventure', 1), ('Musical', 1), ('Romance', 1)]"
1454,Jitender,"[('Action', 1)]"
1455,Prakash Bhardwaj,"[('Musical', 1), ('Mystery', 1), ('Drama', 1)]"
1456,Deepak Tijori,"[('Comedy', 1), ('Drama', 1), ('Romance', 1)]"
1457,Priya Badlani,"[('Musical', 1), ('Drama', 1)]"
1458,Indraneel,"[('Musical', 1), ('Drama', 1), ('Family', 1)]"
1459,Kamaal Khan,"[('Action', 1)]"
1460,Arzoo Govitrikar,"[('Comedy', 1)]"
1461,Emma Bunton,"[('Comedy', 1), ('Drama', 1), ('Musical', 1)]"
1462,Annabelle Wallis,"[('Romance', 1)]"
1463,Shyamoli Varma,"[('Mystery', 1), ('Romance', 1), ('Thriller', 1)]"
1464,Amardeep Jha,"[('Drama', 2), ('Action', 1), ('Horror', 1)]"
1465,Parmeet Sethi,"[('Drama', 1), ('Thriller', 1)]"
1466,Bhagyashree,"[('Romance', 1)]"
1467,Vishwajeet Pradhan,"[('Crime', 1), ('Drama', 1), ('Thriller', 1)]"
1468,Nares Ngamseera,"[('Drama', 1), ('Romance', 1), ('Thriller', 1)]"
1469,Aparna Kumesh,"[('Musical', 1)]"
1470,Kiran Juneja,"[('Adventure', 1), ('Comedy', 1), ('Crime', 1)]"
1471,Poonam Sinha,"[('Action', 1), ('Adventure', 1), ('Biography', 1)]"
1472,Rajesh Tandon,"[('Thriller', 1)]"
1473,Apoorva Jha,"[('Romance', 1), ('Comedy', 1)]"
1474,Sameer Kochhar,"[('Crime', 2), ('Drama', 2), ('Thriller', 1)]"
1475,Shweta Prasad,"[('Drama', 1)]"
1476,Tania Zaetta,"[('Comedy', 1), ('Drama', 1), ('Romance', 1)]"
1477,Rucha Vaidya,"[('Action', 1), ('Adventure', 1), ('Crime', 1)]"
1478,Jasvvant Khera,"[('Drama', 1)]"
1479,Somed Agarwal,"[('Drama', 1)]"
1480,Gopi Desai,"[('Drama', 1), ('Mystery', 1), ('Thriller', 1)]"
1481,Rocky Verma,"[('Crime', 1)]"
1482,Preeti Puri,"[('Drama', 1), ('Thriller', 1)]"
1483,Nandini,"[('Drama', 1)]"
1484,Richa Pallod,"[('Comedy', 1), ('Musical', 1), ('Romance', 1)]"
1485,Ayaz Khan,"[('Comedy', 1), ('Drama', 1), ('Romance', 1)]"
1486,Hendrik Greis,"[('Drama', 1), ('Romance', 1)]"
1487,Manoj Bhatia,"[('Action', 1), ('Crime', 1)]"
1488,Raushani Jaffrey,"[('Action', 1), ('Crime', 1)]"
1489,Rakesh,"[('Horror', 1)]"
1490,Mahavir Shah,"[('Crime', 1)]"
1491,Charulatha,"[('Action', 1)]"
1492,Monica Patel,"[('Romance', 1)]"
